run_id,timestamp_start,timestamp_end,assignee,task_group,device_id,runtime,model,quantization,backend,performance_mode,htp_performance_mode,htp_performance_mode_name,strategy,dataset,sample_id,repeat_id,prompt_tokens,target_output_tokens,actual_output_tokens,ttft_ms,decode_latency_ms,tpot_ms,e2e_latency_ms,energy_batch_id,energy_j,start_temp_c,end_temp_c,start_npu_temp_c,end_npu_temp_c,thermal_status,task_success,deadline_ms,progress_satisfied,error_type,notes,tbt_p50_ms,tbt_p95_ms,stall_ratio,visible_tokens_per_second
w1_004_balanced_b512_r2,2026-07-16T16:35:19+08:00,2026-07-16T16:35:56+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_004,2,18,512,326,188,22052,67.644,22240,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,39.876,39.95,42.6,43.0,0,true,NA,true,none,"physical_run_id=w1_004_balanced_b512_r2;prompt=""Why does first-token latency matter in streaming chat?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=326;n_inter_token_gaps=325;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_004_balanced_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.738
w1_004_balanced_b512_r3,2026-07-16T16:35:56+08:00,2026-07-16T16:36:33+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_004,3,18,512,326,187,21962,67.368,22149,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,39.938,40.125,42.6,43.0,0,true,NA,true,none,"physical_run_id=w1_004_balanced_b512_r3;prompt=""Why does first-token latency matter in streaming chat?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=326;n_inter_token_gaps=325;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_004_balanced_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,68.0,0.0,14.799
w1_005_balanced_b512_r1,2026-07-16T16:36:33+08:00,2026-07-16T16:37:20+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq535_budget512_temp0.0,w1_manual_prompts,w1_005,1,23,512,481,187,32606,67.788,32793,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,40.125,40.699,43.0,43.4,0,true,NA,true,none,"physical_run_id=w1_005_balanced_b512_r1;prompt=""What is a good tradeoff between speed and battery life for mobile AI?"";difficulty=normal;max_seq_len=535;estimated_prompt_tokens=23;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=481;n_inter_token_gaps=480;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_005_balanced_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.722
w1_005_balanced_b512_r2,2026-07-16T16:37:20+08:00,2026-07-16T16:38:07+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq535_budget512_temp0.0,w1_manual_prompts,w1_005,2,23,512,481,187,32600,67.775,32787,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,40.706,41.017,43.4,44.2,0,true,NA,true,none,"physical_run_id=w1_005_balanced_b512_r2;prompt=""What is a good tradeoff between speed and battery life for mobile AI?"";difficulty=normal;max_seq_len=535;estimated_prompt_tokens=23;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=481;n_inter_token_gaps=480;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_005_balanced_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.724
w1_005_balanced_b512_r3,2026-07-16T16:38:07+08:00,2026-07-16T16:38:53+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq535_budget512_temp0.0,w1_manual_prompts,w1_005,3,23,512,481,188,32621,67.819,32809,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,41.017,41.325,44.2,44.6,0,true,NA,true,none,"physical_run_id=w1_005_balanced_b512_r3;prompt=""What is a good tradeoff between speed and battery life for mobile AI?"";difficulty=normal;max_seq_len=535;estimated_prompt_tokens=23;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=481;n_inter_token_gaps=480;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_005_balanced_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.714
w1_006_balanced_b512_r1,2026-07-16T16:38:53+08:00,2026-07-16T16:39:40+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_006,1,18,512,488,187,32879,67.375,33066,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,41.332,41.579,44.2,44.6,0,true,NA,true,none,"physical_run_id=w1_006_balanced_b512_r1;prompt=""Why can average tokens per second hide short stalls?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=488;n_inter_token_gaps=487;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_006_balanced_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",67.0,68.0,0.0,14.812
w1_006_balanced_b512_r2,2026-07-16T16:39:41+08:00,2026-07-16T16:40:28+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_006,2,18,512,488,189,32836,67.287,33025,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,41.579,41.799,44.2,44.9,0,true,NA,true,none,"physical_run_id=w1_006_balanced_b512_r2;prompt=""Why can average tokens per second hide short stalls?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=488;n_inter_token_gaps=487;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_006_balanced_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",67.0,68.0,0.0,14.832
w1_006_balanced_b512_r3,2026-07-16T16:40:27+08:00,2026-07-16T16:41:14+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_006,3,18,512,488,188,33043,67.711,33231,W1_streaming_chat_balanced_b512_5a5c245c8b,NA,41.806,41.96,44.9,44.9,0,true,NA,true,none,"physical_run_id=w1_006_balanced_b512_r3;prompt=""Why can average tokens per second hide short stalls?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_balanced_b512_5a5c245c8b;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=488;n_inter_token_gaps=487;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_006_balanced_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",68.0,69.0,0.0,14.739
w1_001_low_saver_b512_r1,2026-07-16T16:54:22+08:00,2026-07-16T16:55:31+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_001,1,18,512,362,403,50973,140.809,51376,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,32.44,34.309,32.3,35.7,0,true,NA,true,none,"physical_run_id=w1_001_low_saver_b512_r1;prompt=""Why is on-device AI useful for mobile users?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=362;n_inter_token_gaps=361;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_001_low_saver_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",143.0,146.0,0.0,7.082
w1_001_low_saver_b512_r2,2026-07-16T16:55:31+08:00,2026-07-16T16:56:40+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_001,2,18,512,362,401,51713,142.854,52114,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,34.32,34.67,35.7,36.1,0,true,NA,true,none,"physical_run_id=w1_001_low_saver_b512_r2;prompt=""Why is on-device AI useful for mobile users?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=362;n_inter_token_gaps=361;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_001_low_saver_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",144.0,147.0,0.0,6.981
w1_001_low_saver_b512_r3,2026-07-16T16:56:40+08:00,2026-07-16T16:57:46+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_001,3,18,512,362,400,51281,141.66,51681,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,34.675,35.078,35.7,36.1,0,true,NA,true,none,"physical_run_id=w1_001_low_saver_b512_r3;prompt=""Why is on-device AI useful for mobile users?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=362;n_inter_token_gaps=361;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_001_low_saver_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",143.0,147.0,0.0,7.04
w1_002_low_saver_b512_r1,2026-07-16T16:57:46+08:00,2026-07-16T16:58:50+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq532_budget512_temp0.0,w1_manual_prompts,w1_002,1,20,512,351,396,50137,142.84,50533,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,35.078,35.226,36.1,36.5,0,true,NA,true,none,"physical_run_id=w1_002_low_saver_b512_r1;prompt=""What makes a chatbot response feel smooth to a user?"";difficulty=normal;max_seq_len=532;estimated_prompt_tokens=20;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=351;n_inter_token_gaps=350;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_002_low_saver_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",144.0,147.0,0.0,6.981
w1_002_low_saver_b512_r2,2026-07-16T16:58:50+08:00,2026-07-16T16:59:55+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq532_budget512_temp0.0,w1_manual_prompts,w1_002,2,20,512,351,405,50196,143.009,50601,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,35.226,35.424,36.5,36.5,0,true,NA,true,none,"physical_run_id=w1_002_low_saver_b512_r2;prompt=""What makes a chatbot response feel smooth to a user?"";difficulty=normal;max_seq_len=532;estimated_prompt_tokens=20;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=351;n_inter_token_gaps=350;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_002_low_saver_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",144.0,147.0,0.0,6.973
w1_002_low_saver_b512_r3,2026-07-16T16:59:55+08:00,2026-07-16T17:01:00+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq532_budget512_temp0.0,w1_manual_prompts,w1_002,3,20,512,351,394,49718,141.647,50112,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,35.419,35.64,36.5,36.9,0,true,NA,true,none,"physical_run_id=w1_002_low_saver_b512_r3;prompt=""What makes a chatbot response feel smooth to a user?"";difficulty=normal;max_seq_len=532;estimated_prompt_tokens=20;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=351;n_inter_token_gaps=350;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_002_low_saver_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",144.0,146.55,0.0,7.04
w1_003_low_saver_b512_r1,2026-07-16T17:01:00+08:00,2026-07-16T17:02:28+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq531_budget512_temp0.0,w1_manual_prompts,w1_003,1,19,512,499,406,71691,143.669,72097,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,35.651,35.908,36.9,36.9,0,true,NA,true,none,"physical_run_id=w1_003_low_saver_b512_r1;prompt=""Explain the difference between cloud AI and local AI."";difficulty=normal;max_seq_len=531;estimated_prompt_tokens=19;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=499;n_inter_token_gaps=498;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_003_low_saver_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",145.0,148.0,0.0,6.947
w1_003_low_saver_b512_r2,2026-07-16T17:02:28+08:00,2026-07-16T17:03:54+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq531_budget512_temp0.0,w1_manual_prompts,w1_003,2,19,512,499,401,71556,143.399,71957,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,35.908,36.082,36.9,37.3,0,true,NA,true,none,"physical_run_id=w1_003_low_saver_b512_r2;prompt=""Explain the difference between cloud AI and local AI."";difficulty=normal;max_seq_len=531;estimated_prompt_tokens=19;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=499;n_inter_token_gaps=498;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_003_low_saver_b512_r2;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",145.0,148.0,0.0,6.96
w1_003_low_saver_b512_r3,2026-07-16T17:03:54+08:00,2026-07-16T17:05:21+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq531_budget512_temp0.0,w1_manual_prompts,w1_003,3,19,512,499,402,71985,144.259,72387,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,36.082,36.297,36.9,37.3,0,true,NA,true,none,"physical_run_id=w1_003_low_saver_b512_r3;prompt=""Explain the difference between cloud AI and local AI."";difficulty=normal;max_seq_len=531;estimated_prompt_tokens=19;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=499;n_inter_token_gaps=498;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_003_low_saver_b512_r3;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",145.0,148.0,0.0,6.919
w1_004_low_saver_b512_r1,2026-07-16T17:05:21+08:00,2026-07-16T17:06:22+08:00,mym,W1_streaming_chat,10.29.195.116:40461,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,low_saver,5,kHtpLowPowerSaver,hybrid_prefill_ar128_seq530_budget512_temp0.0,w1_manual_prompts,w1_004,1,18,512,326,396,46387,142.291,46783,W1_streaming_chat_low_saver_b512_7e74a7bc61,NA,36.297,36.422,37.3,37.6,0,true,NA,true,none,"physical_run_id=w1_004_low_saver_b512_r1;prompt=""Why does first-token latency matter in streaming chat?"";difficulty=normal;max_seq_len=530;estimated_prompt_tokens=18;dynamic_max_seq_len=True;budget_execution_mode=physical;energy_batch_id=W1_streaming_chat_low_saver_b512_7e74a7bc61;prefill_ar_len=128;temperature=0.0;metrics_source=PyTorchObserver;actual_output_tokens_source=token_timestamps;ttft_source=runner_log;visible_tokens_per_second_source=token_timestamps;stopped_at_budget=False;average_reading_threshold_ms=208.0;token_timestamps_ok;n_output_tokens=326;n_inter_token_gaps=325;stall_threshold_ms=208.0;timing_source=timestamp_ms;runner_outputs=w1_004_low_saver_b512_r1;archived_output_files=3;temp_sensor=android_thermal_hal:skin;npu_temp_sensor=max(android_thermal_hal:type9);thermal_measurement_scope=physical_runner_endpoints;thermal_status_aggregation=max_endpoints;common_skin_baseline_c=32.005;thermal_status_start=0;thermal_status_end=0",144.0,148.0,0.0,7.006
