task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_power_w,end_power_w,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct
MATH500,math500_0114,MATH500,test/algebra/2593.json,Algebra,2,128,128,69,197,0,0,0,0,,,69,127,1502,127,127,7404,7531,7531,543.307,17.1529,True,4,311,0,3.9992215331024696,0.5310345947553405,0.03148993333151551,30.1181373657947,4.160501592356687,4.146518167456556,0.09303343949044586,0.142065560821485,0.3870657731424195,0.5890774289161919,44.01361464968153,43.99944865718799,44.018,66.34375,1061.5625,1061.5625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0114/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0114/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0114/runner.log,NA,8000,NA,8000,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0115,MATH500,test/intermediate_algebra/1898.json,Intermediate Algebra,3,128,128,114,242,0,0,0,0,,,114,127,1514,128,128,7415,7543,7543,890.625,17.1274,True,4,298,0,3.717298437537018,0.49281432288705,0.029270066437299357,28.03958211434173,4.1576988047808765,4.152292781832927,0.1013418326693227,0.12075425790754257,0.42134881656354656,0.5014070334850808,44.06201354581673,44.02278588807786,44.067,66.31640625,1061.390625,1061.390625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0115/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0115/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0115/runner.log,NA,-5,NA,-5,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0116,MATH500,test/counting_and_probability/1060.json,Counting & Probability,2,128,128,56,184,0,0,0,0,,,56,77,1510,127,127,4509,4636,4636,440.945,17.077,False,4,355,0,2.193440840677207,0.4731321916905105,0.028486244684119567,10.16879173737953,4.154631949882537,4.167496414342629,0.1007361002349256,0.060317131474103586,0.41852142054259167,0.25137142914175964,44.08,44.041218326693226,44.08,66.01171875,1061.11328125,1061.11328125,12,12,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0116/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0116/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0116/runner.log,NA,1260,NA,1260,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0117,MATH500,test/algebra/2157.json,Algebra,2,128,128,63,191,0,0,0,0,,,63,127,1507,127,127,7412,7539,7539,496.063,17.1344,True,4,406,0,3.891501746620267,0.516182749253252,0.030641746036380053,29.338031667770192,4.154547504025764,4.161229984301413,0.11090177133655395,0.1040800627943485,0.46074667729831625,0.43310107806781695,44.052,44.04674175824176,44.052,66.4765625,1061.37890625,1061.37890625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0117/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0117/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0117/runner.log,NA,2,NA,2,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0118,MATH500,test/algebra/2251.json,Algebra,2,128,128,58,186,0,0,0,0,,,58,127,1489,128,128,7422,7550,7550,453.125,17.1113,True,4,355,0,3.5447013805219356,0.46949687159230935,0.027911034492298707,26.762495422940614,4.157239078633837,4.152781350482315,0.09203177124702146,0.10265273311897105,0.3825980759040075,0.4262943556725013,44.101,44.095395498392286,44.101,65.98828125,1061.2578125,1061.2578125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0118/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0118/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0118/runner.log,NA,3,NA,3,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0119,MATH500,test/intermediate_algebra/232.json,Intermediate Algebra,5,128,128,64,192,0,0,0,0,,,64,127,1489,127,127,7418,7545,7545,503.937,17.1205,True,4,359,0,3.8588845469086324,0.5114492441230791,0.030384917692193956,29.11528390642563,4.155302936630602,4.155285941223193,0.09998145285935085,0.1049515488482923,0.41545322467505474,0.4361036954389082,44.15572488408037,44.131347100873704,44.158,65.921875,1061.0078125,1061.0078125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0119/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0119/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0119/runner.log,NA,81,NA,81,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0120,MATH500,test/prealgebra/1733.json,Prealgebra,3,128,128,192,320,0,0,0,0,,,192,127,1509,249,249,7405,7654,7654,771.084,17.1506,True,4,395,0,3.6478608426249477,0.476595354406186,0.02872331372145628,27.92072688945135,4.155850980392157,4.159035460992908,0.09830196078431372,0.08946099290780142,0.40852830009996155,0.3720714418791812,44.186,44.176212765957445,44.186,65.96484375,1060.859375,1060.859375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0120/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0120/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0120/runner.log,NA,-9,NA,-9,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0121,MATH500,test/intermediate_algebra/128.json,Intermediate Algebra,2,128,128,92,220,0,0,0,0,,,92,127,4345,128,128,7531,7659,7659,718.75,16.8636,True,4,428,0,3.3257444423054228,0.4342269803245101,0.026186964112641126,25.471876683617232,4.169933747412008,4.170731554160126,0.05418219461697722,0.05078963893249608,0.22593616184217857,0.211829949720161,44.15046376811594,43.86368681318681,44.15046376811594,66.046875,1061.15625,1061.15625,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0121/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0121/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0121/runner.log,NA,\text{even},NA,\text{even},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0122,MATH500,test/prealgebra/505.json,Prealgebra,2,128,128,59,187,0,0,0,0,,,59,127,1494,127,127,7438,7565,7565,464.567,17.0745,True,4,395,0,3.787132862501906,0.5006124074688574,0.029819943799227606,28.64966010482692,4.153761453396525,4.153416932907349,0.09743127962085307,0.046038338658146966,0.4047062936441979,0.1912164153456706,43.935025276461296,43.98120846645367,43.98120846645367,66.41796875,1061.47265625,1061.47265625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0122/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0122/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0122/runner.log,NA,6,NA,6,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0123,MATH500,test/algebra/1332.json,Algebra,3,128,128,110,238,0,0,0,0,,,110,127,1515,128,128,7428,7556,7556,859.375,17.0975,True,4,423,0,4.136758269036833,0.5474799191419842,0.03257289975619554,31.25734548084231,4.154223529411765,4.150747035573122,0.10909882352941176,0.1264513833992095,0.45322089973702423,0.5248677047883892,44.073,44.08942845849803,44.08942845849803,66.6328125,1061.75390625,1061.75390625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0123/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0123/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0123/runner.log,NA,9,NA,9,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0124,MATH500,test/geometry/283.json,Geometry,4,128,128,288,416,0,0,0,0,,,288,127,1506,374,374,7419,7793,7793,770.053,17.1182,True,4,361,0,3.878756724820105,0.4977231778288342,0.030541391534016575,30.227151156523078,4.158636363636364,4.1651292897047085,0.07681818181818181,0.048295291300877896,0.3194588842975207,0.20115613235210755,44.15990909090909,44.18872625698324,44.18872625698324,66.046875,1061.01953125,1061.01953125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0124/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0124/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0124/runner.log,NA,8,NA,8,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0125,MATH500,test/algebra/972.json,Algebra,4,128,128,71,199,0,0,0,0,,,71,127,1528,128,128,7436,7564,7564,554.688,17.0791,True,4,438,0,4.0173115758208136,0.5311094098123762,0.03163237461276231,30.386944759508633,4.15703831118061,4.161,0.09861688819390148,0.06478308535630384,0.40995418235146325,0.26956241816758025,44.248,44.24471182458888,44.256,66.41796875,1061.3359375,1061.3359375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0125/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0125/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0125/runner.log,NA,\frac{11}{2},NA,\frac{11}{2},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0126,MATH500,test/algebra/2232.json,Algebra,4,128,128,68,196,0,0,0,0,,,68,127,3551,127,127,7498,7625,7625,535.433,16.9379,True,4,366,0,3.671784886383327,0.4815455588699445,0.028911692018766352,27.997359758672868,4.152094679186229,4.15542638777152,0.113018779342723,0.08790426387771522,0.46926467235704267,0.36527969771508867,44.24729342723005,44.00773129525342,44.24729342723005,66.109375,1061.16796875,1061.16796875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0126/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0126/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0126/runner.log,NA,-3,NA,-3,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0127,MATH500,test/intermediate_algebra/1063.json,Intermediate Algebra,4,128,128,112,240,0,0,0,0,,,112,127,1508,128,128,7448,7576,7576,875,17.0516,True,4,345,0,3.7282245997779726,0.4921098996539035,0.029356099210850178,28.245029567917918,4.150109697933227,4.149455414012739,0.10931319554848967,0.08467993630573248,0.45366175295785827,0.3513756201620756,44.0737440381558,44.149918789808915,44.149918789808915,65.8359375,1061.1015625,1061.1015625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0127/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0127/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0127/runner.log,NA,1+274i,NA,1+274i,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0128,MATH500,test/number_theory/847.json,Number Theory,3,128,128,53,181,0,0,0,0,,,53,127,1502,128,128,7429,7557,7557,414.062,17.0952,True,4,428,0,4.066603165092813,0.5381240128480631,0.03202049736293554,30.73132011860639,4.1537096774193545,4.148452950558214,0.09361290322580645,0.10703189792663477,0.38884082206035375,0.4440167927575936,44.229193548387094,44.24984370015949,44.24984370015949,66.63671875,1061.671875,1061.671875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0128/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0128/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0128/runner.log,NA,4210_{5},NA,4210_{5},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0129,MATH500,test/algebra/661.json,Algebra,3,128,128,61,189,0,0,0,0,,,61,127,1506,128,128,7440,7568,7568,476.562,17.0699,True,4,524,0,3.633917449979848,0.4801687962446945,0.02861352322818778,27.501487261447487,4.1532395498392285,4.160459935897436,0.09693408360128618,0.05303205128205128,0.40259046974028395,0.22063772467743265,44.315946141479095,44.2917219551282,44.315946141479095,66.26953125,1061.16796875,1061.16796875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0129/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0129/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0129/runner.log,NA,36,NA,36,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0130,MATH500,test/geometry/1140.json,Geometry,5,128,128,94,222,0,0,0,0,,,94,127,1505,128,128,7425,7553,7553,734.375,17.1044,True,4,415,0,3.4268471816222226,0.4537067630904571,0.02698304867419073,25.882976762792648,4.155860520094563,4.1406229116945115,0.08084633569739952,0.12634128878281622,0.3359860947191344,0.5231316350271417,44.346,44.32050596658711,44.346,66.6015625,1061.484375,1061.484375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0130/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0130/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0130/runner.log,NA,\frac{3840}{289},NA,\frac{3840}{289},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0131,MATH500,test/number_theory/753.json,Number Theory,4,128,128,78,206,0,0,0,0,,,78,127,1564,127,127,7432,7559,7559,614.173,17.0883,True,4,366,0,3.739695593005572,0.4947341702613536,0.029446421992169857,28.26835898752912,4.149842787682334,4.152713258785942,0.10025769854132902,0.08286022364217252,0.4160536872013639,0.3440947493448182,44.388,44.36873881789137,44.388,66.17578125,1061.375,1061.375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0131/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0131/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0131/runner.log,NA,13,NA,13,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0132,MATH500,test/algebra/246.json,Algebra,4,128,128,75,203,0,0,0,0,,,75,127,1501,128,128,7438,7566,7566,585.938,17.0745,True,4,390,0,3.888809253969149,0.513984833990107,0.030620545306843692,29.42273081553058,4.14987294117647,4.140468998410174,0.11917882352941177,0.12473847376788552,0.49457697492595154,0.5164757835449307,44.416,44.39022178060413,44.416,66.453125,1061.3671875,1061.3671875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0132/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0132/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0132/runner.log,NA,8,NA,8,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0133,MATH500,test/prealgebra/1686.json,Prealgebra,3,128,128,86,214,0,0,0,0,,,86,127,1501,128,128,7411,7539,7539,671.875,17.1367,True,4,404,0,3.8635174773033465,0.5124708154003643,0.03042139745908147,29.127058261389926,4.14591169451074,4.144618326693227,0.11962529832935562,0.10949561752988048,0.4959559233030116,0.45381754310693473,44.441367541766105,44.402319521912354,44.441367541766105,66.43359375,1061.640625,1061.640625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0133/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0133/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0133/runner.log,NA,4,NA,4,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0134,MATH500,test/prealgebra/1807.json,Prealgebra,3,128,128,79,207,0,0,0,0,,,79,127,1516,128,128,7407,7535,7535,617.188,17.1459,True,4,391,0,3.413014284197236,0.4529547822424998,0.02687412822202548,25.717062631426174,4.154381215469614,4.143374301675978,0.07449723756906076,0.12724022346368716,0.3094899243612832,0.5272038720389501,44.4593591160221,44.455162011173186,44.464,66.421875,1061.53125,1061.53125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0134/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0134/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0134/runner.log,NA,120,NA,120,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0135,MATH500,test/intermediate_algebra/1126.json,Intermediate Algebra,4,128,128,155,283,0,0,0,0,,,155,127,1515,250,250,7413,7663,7663,620,17.1321,True,4,333,0,3.970836556236471,0.5181830296537219,0.031266429576665124,30.42852053044008,4.150181962025316,4.145608391608392,0.09218117088607596,0.1046837606837607,0.38256863264976565,0.433977876755723,44.52181803797469,44.52747319347319,44.52747319347319,66.44921875,1061.671875,1061.671875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0135/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0135/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0135/runner.log,NA,16,NA,16,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0136,MATH500,test/prealgebra/1297.json,Prealgebra,5,128,128,109,237,0,0,0,0,,,109,127,1517,128,128,7421,7549,7549,851.562,17.1136,True,4,463,0,3.959596893057514,0.524519392377469,0.03117792829179145,29.890996945691175,4.150235765838011,4.141476494023904,0.09582838813151563,0.1170597609561753,0.39771040380602296,0.48480024839605723,44.58629991980754,44.54964382470119,44.596,66.453125,1061.67578125,1061.67578125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0136/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0136/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0136/runner.log,NA,9,NA,9,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0137,MATH500,test/intermediate_algebra/2022.json,Intermediate Algebra,5,128,128,140,268,0,0,0,0,,,140,127,1517,250,250,7426,7676,7676,560,17.1021,True,4,318,0,3.8604542361753658,0.5029252522375411,0.030397277450199732,29.63284671688211,4.144368006304176,4.148096671949287,0.110575256107171,0.09578209191759113,0.45826455369944996,0.3973133767157005,44.603,44.5918676703645,44.603,66.2578125,1061.41015625,1061.41015625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0137/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0137/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0137/runner.log,NA,64,NA,64,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0138,MATH500,test/number_theory/1257.json,Number Theory,4,128,128,60,188,0,0,0,0,,,60,127,1513,127,127,7419,7546,7546,472.441,17.1182,True,4,341,0,3.3657937609207766,0.4460368090274021,0.026502313078116353,25.39827971990818,4.145275502008032,4.153878205128205,0.10689799196787148,0.05718269230769231,0.44312162731826904,0.23752993928747534,44.644,44.63328685897436,44.644,66.33203125,1061.23046875,1061.23046875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0138/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0138/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0138/runner.log,NA,204_5,NA,204_5,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0139,MATH500,test/counting_and_probability/430.json,Counting & Probability,4,128,128,120,248,0,0,0,0,,,120,127,1500,127,127,7431,7558,7558,944.882,17.0906,True,4,454,0,4.023369107360708,0.532332509574055,0.03168007171150163,30.408623713432227,4.145442429022082,4.146829170024174,0.10439905362776025,0.11129089443996777,0.43278026645826906,0.46150432742173947,44.680915615141956,44.65221837228042,44.686,66.4921875,1061.49609375,1061.49609375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0139/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0139/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0139/runner.log,NA,\frac{1}{3},NA,\frac{1}{3},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0140,MATH500,test/intermediate_algebra/1151.json,Intermediate Algebra,3,128,128,89,217,0,0,0,0,,,89,127,1506,127,127,7426,7553,7553,700.787,17.1021,True,4,391,0,3.6664083832813255,0.4854241206515723,0.028869357348671854,27.69238251892385,4.1466260869565215,4.1383470681458006,0.1052608695652174,0.11524009508716324,0.4364774676748582,0.4769035096368053,44.695034782608694,44.6536735340729,44.699,66.23046875,1061.50390625,1061.50390625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0140/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0140/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0140/runner.log,NA,1,NA,1,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0141,MATH500,test/number_theory/156.json,Number Theory,4,128,128,71,199,0,0,0,0,,,71,127,1498,128,128,7462,7590,7590,554.688,17.0196,True,4,366,0,3.9025419910522046,0.5141689052769703,0.030728677094899248,29.620293712086234,4.1439706349206356,4.134360311284047,0.1048420634920635,0.14023891050583656,0.43446243241559596,0.579798185693046,44.706,44.687284824902726,44.714,66.640625,1061.2265625,1061.2265625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0141/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0141/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0141/runner.log,NA,13,NA,13,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0142,MATH500,test/number_theory/612.json,Number Theory,1,128,128,98,226,0,0,0,0,,,98,127,1530,128,128,7419,7547,7547,765.625,17.1182,True,4,516,0,3.7815806189798615,0.501070706105719,0.029776225346298122,28.539588931441013,4.141297188755019,4.1472584541062805,0.11003293172690763,0.08697584541062801,0.4556790708311156,0.360711310182268,44.73659196787149,44.68775281803543,44.741,66.1640625,1061.22265625,1061.22265625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0142/telemetry.csv,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0142/generated_text.txt,/home/lyyyy/pace/results/redmi/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0142/runner.log,NA,2,NA,2,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
