task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct
MATH500,math500_0073,MATH500,test/geometry/456.json,Geometry,2,256,256,73,329,0,0,0,0,,,73,255,3014,144,144,17017,17161,17161,506.944,14.985,True,4,801,0,3.8399218876071153,0.22375863222464396,0.015058517206302413,65.8968995132257,4.044904067536454,4.0267,0.033415195702225634,0.08464761904761904,41.87912739831159,42.002233333333336,42.002233333333336,35.2734375,1004.20703125,1004.20703125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0073/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0073/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0073/runner.log,NA,3,NA,3,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0074,MATH500,test/algebra/2253.json,Algebra,4,256,256,110,366,0,0,0,0,,,110,255,1690,141,141,16970,17111,17111,780.142,15.0265,True,4,702,0,5.284053458900392,0.30881032428849226,0.020721778270197614,90.4154387352446,4.007334415584416,4.02620095313741,0.06646103896103896,0.01715647339158062,42.06488311688312,42.2161787132645,42.2161787132645,35.40234375,1004.3125,1004.3125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0074/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0074/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0074/runner.log,NA,\frac{3\sqrt{3}}{4},NA,\frac{3\sqrt{3}}{4},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0075,MATH500,test/precalculus/24313.json,Precalculus,2,256,256,66,322,0,0,0,0,,,66,255,1581,138,138,17082,17220,17220,478.261,14.928,True,4,742,0,5.4033185509167,0.31378156509388505,0.021189484513398825,93.04514544678557,4.000995073891626,4.0007488,0.07749096880131363,0.015579200000000001,42.21700492610837,42.301,42.301,35.6171875,1004.453125,1004.453125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0075/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0075/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0075/runner.log,NA,\cot x,NA,\cotx,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0076,MATH500,test/counting_and_probability/1114.json,Counting & Probability,4,256,256,77,333,0,0,0,0,,,77,255,1619,133,133,16973,17106,17106,578.947,15.0239,True,4,879,0,4.132549348677465,0.24158478596267183,0.016206075877166527,70.69138915847672,4.035031325301205,4.0009904686258935,0.01645301204819277,0.015058776806989672,42.284093975903616,42.4469904686259,42.4469904686259,35.25390625,1003.94921875,1003.94921875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0076/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0076/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0076/runner.log,NA,\frac{11}{36},NA,\frac{11}{36},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0077,MATH500,test/intermediate_algebra/623.json,Intermediate Algebra,2,256,256,78,334,0,0,0,0,,,78,255,1568,138,138,16962,17100,17100,565.217,15.0336,True,4,784,0,4.684216376516303,0.27393078225241535,0.01836947598633844,80.10010003842878,4.0069175597691675,3.992579782790309,0.11242786479802144,0.08426065162907267,42.41757213520198,42.42984043441938,42.447,35.26953125,1004.25,1004.25,32,32,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0077/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0077/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0077/runner.log,NA,0,NA,0,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0078,MATH500,test/algebra/1004.json,Algebra,1,256,256,58,314,0,0,0,0,,,58,255,1615,138,138,17069,17207,17207,420.29,14.9394,True,4,825,0,4.134683061902124,0.24029075736050004,0.01621444338000833,71.14549144614985,4.032301717089125,3.9980240963855422,0.03591496320523303,0.08896626506024095,42.49065167620605,42.52107951807229,42.52107951807229,35.4140625,1004.296875,1004.296875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0078/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0078/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0078/runner.log,4,4,4,4,last_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,True
MATH500,math500_0079,MATH500,test/intermediate_algebra/47.json,Intermediate Algebra,4,256,256,108,364,0,0,0,0,,,108,255,1585,139,139,17008,17147,17147,776.978,14.9929,True,4,627,0,4.62864986247451,0.2699393399705202,0.018151568088135332,79.36745919185041,3.996,4.000956624605678,0.11302131147540984,0.10299369085173501,42.5,42.58,42.58,35.35546875,1004.21484375,1004.21484375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0079/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0079/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0079/runner.log,NA,"(-2,1)",NA,"(-2,1)",missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0080,MATH500,test/prealgebra/192.json,Prealgebra,1,256,256,61,317,0,0,0,0,,,61,255,2851,136,136,16917,17053,17053,448.529,15.0736,True,4,685,0,4.690095384193081,0.2750305156977119,0.01839253091840424,79.98019658664462,4.007553225806452,4.005146919431279,0.025674193548387098,0.06485466034755134,42.39721612903226,42.51161295418641,42.51161295418641,35.109375,1004.0,1004.0,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0080/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0080/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0080/runner.log,2,2,2,2,last_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,True
MATH500,math500_0081,MATH500,test/intermediate_algebra/1849.json,Intermediate Algebra,5,256,256,85,341,0,0,0,0,,,85,255,1542,138,138,17030,17168,17168,615.942,14.9736,True,4,731,0,5.7102104234951225,0.3326077832883925,0.022392982052922047,98.03289255056426,4.02270698051948,4.012293398533007,0.03496428571428571,0.05111246943765281,42.50293262987013,42.59929828850856,42.6,35.0546875,1004.25,1004.25,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0081/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0081/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0081/runner.log,NA,501,NA,501,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0082,MATH500,test/algebra/1035.json,Algebra,3,256,256,88,344,0,0,0,0,,,88,255,5035,140,140,16999,17139,17139,628.571,15.0009,True,4,676,0,4.736336981910656,0.2763485023578188,0.01857387051729669,81.17607953296674,4.016487844408428,3.9949743384121894,0.051204213938411666,0.1455020048115477,41.8302698541329,42.26834723336007,42.26834723336007,34.92578125,1003.89453125,1003.89453125,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0082/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0082/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0082/runner.log,NA,3,NA,3,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0083,MATH500,test/algebra/2700.json,Algebra,5,256,256,126,382,0,0,0,0,,,126,255,3359,138,138,16968,17106,17106,913.043,15.0283,True,4,719,0,5.174526420393393,0.302497744673997,0.020292260472130955,88.5154489472494,4.028921939194741,4.015142857142857,0.02354642563681183,0.052673469387755106,42.1243459326212,42.39471428571429,42.39471428571429,34.76953125,1004.16796875,1004.16796875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0083/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0083/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0083/runner.log,NA,\frac{3}{2},NA,\frac{3}{2},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0084,MATH500,test/intermediate_algebra/2046.json,Intermediate Algebra,2,256,256,61,317,0,0,0,0,,,61,255,1533,139,139,16922,17061,17061,438.849,15.0691,True,4,552,0,6.133261083114664,0.35949012854549345,0.024052004247508484,104.63956733901928,3.9996057462090984,3.9940307692307693,0.07983798882681564,0.06561538461538462,42.434,42.61415384615385,42.61415384615385,35.51953125,1004.13671875,1004.13671875,32,32,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0084/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0084/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0084/runner.log,NA,2,NA,2,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0085,MATH500,test/algebra/893.json,Algebra,4,256,256,95,351,0,0,0,0,,,95,255,1490,138,138,17071,17209,17209,688.406,14.9376,True,4,579,0,5.43260239415712,0.31568379302441285,0.021304323114341647,93.48965460104988,3.996146103896104,4.025501200960768,0.11183116883116882,0.038115292233787026,42.64375974025974,42.76435548438751,42.76435548438751,35.1640625,1004.1953125,1004.1953125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0085/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0085/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0085/runner.log,NA,-1,NA,-1,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0086,MATH500,test/geometry/353.json,Geometry,4,256,256,100,356,0,0,0,0,,,100,255,1621,132,132,16995,17127,17127,757.576,15.0044,True,4,935,0,4.892955162010566,0.28568664459686843,0.019188059458864964,83.80164305975495,4.031552504038772,4.025865603644647,0.027552504038772213,0.060255125284738045,42.772,42.811,42.811,34.9296875,1003.96875,1003.96875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0086/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0086/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0086/runner.log,NA,\sqrt{5},NA,\sqrt{5},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0087,MATH500,test/prealgebra/307.json,Prealgebra,1,256,256,77,333,0,0,0,0,,,77,255,1533,141,141,16929,17070,17070,546.099,15.0629,True,4,905,0,4.8109817229523015,0.2818384137640481,0.01886659499196981,82.12345801079579,4.01115192926045,3.9979271186440677,0.025235530546623794,0.09618389830508475,42.80821463022508,42.85536779661017,42.85536779661017,35.28125,1004.19921875,1004.19921875,32,32,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0087/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0087/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0087/runner.log,240,240,240,240,last_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,True
MATH500,math500_0088,MATH500,test/algebra/567.json,Algebra,1,256,256,62,318,0,0,0,0,,,62,255,1615,143,143,17006,17149,17149,433.566,14.9947,True,4,558,0,5.2937849854564645,0.3086935089775768,0.020759941119437117,90.78311871559292,3.996341998375305,3.9841739837398373,0.07592363931762794,0.10016097560975609,42.88908448415922,42.90336422764228,42.90336422764228,35.203125,1004.23046875,1004.23046875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0088/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0088/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0088/runner.log,NA,1,NA,1,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0089,MATH500,test/algebra/892.json,Algebra,5,256,256,126,382,0,0,0,0,,,126,255,8161,230,230,17020,17250,17250,547.826,14.9824,True,4,893,0,4.239022710276022,0.24574044697252304,0.016623618471670674,73.12314175226139,4.002160516605167,4.013602371541502,0.05051845018450185,0.06699604743083004,41.94010055350554,42.34705217391304,42.34705217391304,35.19140625,1004.1875,1004.1875,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0089/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0089/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0089/runner.log,NA,2,NA,2,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0090,MATH500,test/number_theory/357.json,Number Theory,4,256,256,64,320,0,0,0,0,,,64,255,1673,136,136,16935,17071,17071,470.588,15.0576,True,4,581,0,4.137053447139188,0.24234394277659113,0.01622373900838897,70.62363939611308,3.993191318327974,4.0008562351072285,0.11565836012861737,0.057301032565528195,42.407,42.778,42.778,35.4375,1004.23828125,1004.23828125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0090/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0090/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0090/runner.log,NA,21,NA,21,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0091,MATH500,test/prealgebra/1761.json,Prealgebra,3,256,256,82,338,0,0,0,0,,,82,255,1568,130,130,16881,17011,17011,630.769,15.1057,True,4,797,0,3.9631244656191797,0.23297422054077832,0.015541664571055607,67.41671028464786,4.011439024390244,4.004986463620981,0.05074390243902439,0.06358206429780035,42.77062195121951,42.89555499153976,42.89555499153976,35.1875,1004.109375,1004.109375,32,32,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0091/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0091/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0091/runner.log,NA,\frac{3}{2},NA,\frac{3}{2},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0092,MATH500,test/algebra/2023.json,Algebra,3,256,256,82,338,0,0,0,0,,,82,255,1653,140,140,17025,17165,17165,585.714,14.978,True,4,837,0,4.6514273848310745,0.2709832440915278,0.0182408917052199,79.84175106062538,4.004046004842615,3.988165396683102,0.04310169491525423,0.08317615419094576,42.938983050847455,42.98535544598835,42.988,35.22265625,1004.42578125,1004.42578125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0092/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0092/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0092/runner.log,NA,1,NA,1,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0093,MATH500,test/counting_and_probability/377.json,Counting & Probability,4,256,256,79,335,0,0,0,0,,,79,255,4946,137,137,16983,17120,17120,576.642,15.015,True,4,906,0,4.120675599761666,0.2406936682103777,0.016159512155928105,70.54596626791974,3.999214862681745,4.029892068683565,0.06375282714054928,0.016928045789043337,41.983638126009694,42.500305805396565,42.500305805396565,35.23828125,1004.28515625,1004.28515625,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0093/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0093/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0093/runner.log,NA,\frac{448}{15625},NA,\frac{448}{15625},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0094,MATH500,test/algebra/873.json,Algebra,4,256,256,82,338,0,0,0,0,,,82,255,1578,136,136,16995,17131,17131,602.941,15.0044,True,4,665,0,4.079034685915345,0.23810838164236442,0.01599621445456998,69.87794320441577,3.985889423076923,3.9909529015979817,0.06754166666666667,0.042718250630782176,42.56513541666667,42.78701345668629,42.791,35.26171875,1004.13671875,1004.13671875,32,32,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0094/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0094/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0094/runner.log,NA,33,NA,33,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0095,MATH500,test/prealgebra/1646.json,Prealgebra,5,256,256,387,643,0,0,0,0,,,387,255,3698,546,546,17021,17567,17567,708.791,14.9815,True,4,633,0,5.730359238843162,0.32620021852582465,0.022471997015071223,100.66522074875783,4.011969040247679,3.9946282843894902,0.05872755417956656,0.1400564142194745,42.69198142414861,42.80113755795981,42.80113755795981,35.24609375,1004.265625,1004.265625,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0095/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0095/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0095/runner.log,NA,80,NA,80,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0096,MATH500,test/precalculus/34.json,Precalculus,2,256,256,118,374,0,0,0,0,,,118,255,2719,139,139,17000,17139,17139,848.921,15,True,4,650,0,3.728472690685024,0.21754318750714885,0.014621461532098133,63.90229344565062,4.002454691259022,4.025129734085414,0.05391820368885325,0.013979049153908138,42.73214113873296,42.851,42.851,35.328125,1004.33203125,1004.33203125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0096/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0096/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0096/runner.log,NA,-4,NA,-4,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0097,MATH500,test/intermediate_algebra/662.json,Intermediate Algebra,5,256,256,147,403,0,0,0,0,,,147,255,3010,262,262,16991,17253,17253,561.069,15.0079,True,4,495,0,4.979016161206058,0.28858842874897456,0.01952555357335709,85.90296582928812,4.012443181818181,4.017168473728106,0.028642045454545455,0.02103419516263553,42.71177840909091,42.89,42.89,35.04296875,1003.93359375,1003.93359375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0097/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0097/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0097/runner.log,NA,1 \pm \sqrt{19},NA,1\pm\sqrt{19},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0098,MATH500,test/prealgebra/105.json,Prealgebra,1,256,256,84,340,0,0,0,0,,,84,255,1644,138,138,16979,17117,17117,608.696,15.0186,True,4,858,0,4.8769331424894125,0.2849175172337099,0.0191252280097624,83.47846459999128,4.001422893481717,3.9751696504688834,0.0507193958664547,0.12325916453537936,42.929,43.015,43.015,35.3984375,1004.203125,1004.203125,32,32,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0098/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0098/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0098/runner.log,\text{south},\text{east},\text{south},\text{east},last_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0099,MATH500,test/prealgebra/1924.json,Prealgebra,2,256,256,57,313,0,0,0,0,,,57,255,1581,134,134,17022,17156,17156,425.373,14.9806,True,4,734,0,5.060099021332767,0.2949463174010706,0.019843525573853986,86.81105880998494,4.000137096774194,3.991409090909091,0.023669354838709678,0.11836204146730464,42.92218548387097,42.99759968102073,42.99759968102073,35.07421875,1004.1796875,1004.1796875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0099/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0099/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0099/runner.log,2k + 2,2k+2,2k+2,2k+2,last_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,True
MATH500,math500_0100,MATH500,test/precalculus/1300.json,Precalculus,3,256,256,135,391,0,0,0,0,,,135,255,1505,260,260,16981,17241,17241,519.231,15.0168,True,4,582,0,4.203498172364664,0.24380825777882162,0.016484306558292798,72.47251198973916,3.9926733128834355,4.007950925181014,0.07971319018404907,0.02010699919549477,42.983194785276076,43.1050193081255,43.1050193081255,35.6953125,1004.6953125,1004.6953125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0100/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0100/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0100/runner.log,NA,\begin{pmatrix} -1/3 \\ 2/3 \\ 5/3 \end{pmatrix},NA,\begin{pmatrix}-1/3\\2/3\\5/3\end{pmatrix},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0101,MATH500,test/geometry/183.json,Geometry,5,256,256,240,496,0,0,0,0,,,240,255,1559,282,282,17014,17296,17296,851.064,14.9877,True,4,800,0,5.131219700228772,0.2966708892361686,0.020122430196975575,88.74957593515683,4.001437699680511,4.024542673107891,0.07030191693290735,0.01712157809983897,43.08797603833866,43.165,43.165,35.13671875,1004.0234375,1004.0234375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0101/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0101/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0101/runner.log,NA,145^\circ,NA,145^\circ,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
