run_id,timestamp_start,timestamp_end,assignee,task_group,device_id,runtime,model,quantization,backend,performance_mode,htp_performance_mode,htp_performance_mode_name,strategy,dataset,sample_id,repeat_id,prompt_tokens,target_output_tokens,actual_output_tokens,ttft_ms,decode_latency_ms,tpot_ms,e2e_latency_ms,energy_batch_id,energy_j,start_temp_c,end_temp_c,start_npu_temp_c,end_npu_temp_c,thermal_status,task_success,deadline_ms,progress_satisfied,error_type,notes,action_text,action_name,action_arguments,gold_action,gold_arguments,action_valid,action_correct,action_schema_error,time_to_valid_action_ms,invalid_action_rate,valid_under_deadline,correct_under_deadline,action_budget_tokens
w3v2_022_always_max_b96_r1_d5000,2026-07-19T20:41:03+08:00,2026-07-19T20:41:07+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq741_budget96_temp0.0,tiny_schema_v2,w3v2_022,1,645,96,16,729,658,41.125,1387,W3_action_always_max_b96_79d839fe87,NA,42.019,42.113,59.2,58.8,0,false,5000,false,wrong_action_type,"physical_run_id=w3v2_022_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_timer""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":1800}}",set_timer,"{""duration_seconds"": 1800}",add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-01 14:00"", ""title"": ""Project review""}",false,false,false,NA,1.0,false,false,96
w3v2_022_always_max_b96_r1_d10000,2026-07-19T20:41:03+08:00,2026-07-19T20:41:07+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq741_budget96_temp0.0,tiny_schema_v2,w3v2_022,1,645,96,16,729,658,41.125,1387,W3_action_always_max_b96_79d839fe87,NA,42.019,42.113,59.2,58.8,0,false,10000,false,wrong_action_type,"physical_run_id=w3v2_022_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_timer""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":1800}}",set_timer,"{""duration_seconds"": 1800}",add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-01 14:00"", ""title"": ""Project review""}",false,false,false,NA,1.0,false,false,96
w3v2_023_always_max_b96_r1_d2000,2026-07-19T20:41:07+08:00,2026-07-19T20:41:11+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq745_budget96_temp0.0,tiny_schema_v2,w3v2_023,1,649,96,57,727,2352,41.263,3079,W3_action_always_max_b96_79d839fe87,NA,42.113,42.46,58.0,61.9,0,false,2000,false,wrong_action_type,"physical_run_id=w3v2_023_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_alarm""","{""action"":""set_alarm"",""arguments"":{""label"":""Dentist Appointment"",""time"":""2026-08-03 09:15"",""vibrate"":false,""repeat_days"":[""Mon"",""Tue"",""Wed"",""Thu"",""Fri"",""Sat"",""Sun""]}}",set_alarm,"{""label"": ""Dentist Appointment"", ""repeat_days"": [""Mon"", ""Tue"", ""Wed"", ""Thu"", ""Fri"", ""Sat"", ""Sun""], ""time"": ""2026-08-03 09:15"", ""vibrate"": false}",add_calendar_event,"{""attendees"": [""Dr. Lee""], ""duration_minutes"": 30, ""online"": false, ""start_time"": ""2026-08-03 09:15"", ""title"": ""Dentist appointment""}",true,false,false,3034.0,0.0,false,false,96
w3v2_023_always_max_b96_r1_d5000,2026-07-19T20:41:07+08:00,2026-07-19T20:41:11+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq745_budget96_temp0.0,tiny_schema_v2,w3v2_023,1,649,96,57,727,2352,41.263,3079,W3_action_always_max_b96_79d839fe87,NA,42.113,42.46,58.0,61.9,0,false,5000,false,wrong_action_type,"physical_run_id=w3v2_023_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_alarm""","{""action"":""set_alarm"",""arguments"":{""label"":""Dentist Appointment"",""time"":""2026-08-03 09:15"",""vibrate"":false,""repeat_days"":[""Mon"",""Tue"",""Wed"",""Thu"",""Fri"",""Sat"",""Sun""]}}",set_alarm,"{""label"": ""Dentist Appointment"", ""repeat_days"": [""Mon"", ""Tue"", ""Wed"", ""Thu"", ""Fri"", ""Sat"", ""Sun""], ""time"": ""2026-08-03 09:15"", ""vibrate"": false}",add_calendar_event,"{""attendees"": [""Dr. Lee""], ""duration_minutes"": 30, ""online"": false, ""start_time"": ""2026-08-03 09:15"", ""title"": ""Dentist appointment""}",true,false,false,3034.0,0.0,true,false,96
w3v2_023_always_max_b96_r1_d10000,2026-07-19T20:41:07+08:00,2026-07-19T20:41:11+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq745_budget96_temp0.0,tiny_schema_v2,w3v2_023,1,649,96,57,727,2352,41.263,3079,W3_action_always_max_b96_79d839fe87,NA,42.113,42.46,58.0,61.9,0,false,10000,false,wrong_action_type,"physical_run_id=w3v2_023_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_alarm""","{""action"":""set_alarm"",""arguments"":{""label"":""Dentist Appointment"",""time"":""2026-08-03 09:15"",""vibrate"":false,""repeat_days"":[""Mon"",""Tue"",""Wed"",""Thu"",""Fri"",""Sat"",""Sun""]}}",set_alarm,"{""label"": ""Dentist Appointment"", ""repeat_days"": [""Mon"", ""Tue"", ""Wed"", ""Thu"", ""Fri"", ""Sat"", ""Sun""], ""time"": ""2026-08-03 09:15"", ""vibrate"": false}",add_calendar_event,"{""attendees"": [""Dr. Lee""], ""duration_minutes"": 30, ""online"": false, ""start_time"": ""2026-08-03 09:15"", ""title"": ""Dentist appointment""}",true,false,false,3034.0,0.0,true,false,96
w3v2_024_always_max_b96_r1_d2000,2026-07-19T20:41:11+08:00,2026-07-19T20:41:16+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq755_budget96_temp0.0,tiny_schema_v2,w3v2_024,1,659,96,64,734,2663,41.609,3397,W3_action_always_max_b96_79d839fe87,NA,42.474,42.864,60.3,61.5,0,false,2000,false,parse_error,"physical_run_id=w3v2_024_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""invalid JSON document: Extra data: line 2 column 1 (char 99)""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":2700,""label"":""Budget Review"",""sound"":false}}
>{""action"":""set_alarm"",""arguments"":{""repeat_days"":[],""time"":""2026-08-10T14:30:00"",""vibrate"":false}}",NA,NA,add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-10 14:30"", ""title"": ""Budget review""}",false,false,false,NA,1.0,false,false,96
w3v2_024_always_max_b96_r1_d5000,2026-07-19T20:41:11+08:00,2026-07-19T20:41:16+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq755_budget96_temp0.0,tiny_schema_v2,w3v2_024,1,659,96,64,734,2663,41.609,3397,W3_action_always_max_b96_79d839fe87,NA,42.474,42.864,60.3,61.5,0,false,5000,false,parse_error,"physical_run_id=w3v2_024_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""invalid JSON document: Extra data: line 2 column 1 (char 99)""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":2700,""label"":""Budget Review"",""sound"":false}}
>{""action"":""set_alarm"",""arguments"":{""repeat_days"":[],""time"":""2026-08-10T14:30:00"",""vibrate"":false}}",NA,NA,add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-10 14:30"", ""title"": ""Budget review""}",false,false,false,NA,1.0,false,false,96
w3v2_024_always_max_b96_r1_d10000,2026-07-19T20:41:11+08:00,2026-07-19T20:41:16+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq755_budget96_temp0.0,tiny_schema_v2,w3v2_024,1,659,96,64,734,2663,41.609,3397,W3_action_always_max_b96_79d839fe87,NA,42.474,42.864,60.3,61.5,0,false,10000,false,parse_error,"physical_run_id=w3v2_024_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""invalid JSON document: Extra data: line 2 column 1 (char 99)""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":2700,""label"":""Budget Review"",""sound"":false}}
>{""action"":""set_alarm"",""arguments"":{""repeat_days"":[],""time"":""2026-08-10T14:30:00"",""vibrate"":false}}",NA,NA,add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-10 14:30"", ""title"": ""Budget review""}",false,false,false,NA,1.0,false,false,96
w3v2_025_always_max_b96_r1_d2000,2026-07-19T20:41:16+08:00,2026-07-19T20:41:20+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq719_budget96_temp0.0,tiny_schema_v2,w3v2_025,1,623,96,23,603,933,40.565,1536,W3_action_always_max_b96_79d839fe87,NA,42.883,43.227,60.3,61.5,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_025_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Alice\"", \""text\"": \""Server is back online\"", \""urgent\"": true}, got={\""contact\"": \""Alice\"", \""text\"": \""Server is back online.\"", \""urgent\"": true}""","{""action"":""send_message"",""arguments"":{""text"":""Server is back online."",""urgent"":true,""contact"":""Alice""}}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online."", ""urgent"": true}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online"", ""urgent"": true}",true,false,false,1493.0,0.0,true,false,96
w3v2_025_always_max_b96_r1_d5000,2026-07-19T20:41:16+08:00,2026-07-19T20:41:20+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq719_budget96_temp0.0,tiny_schema_v2,w3v2_025,1,623,96,23,603,933,40.565,1536,W3_action_always_max_b96_79d839fe87,NA,42.883,43.227,60.3,61.5,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_025_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Alice\"", \""text\"": \""Server is back online\"", \""urgent\"": true}, got={\""contact\"": \""Alice\"", \""text\"": \""Server is back online.\"", \""urgent\"": true}""","{""action"":""send_message"",""arguments"":{""text"":""Server is back online."",""urgent"":true,""contact"":""Alice""}}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online."", ""urgent"": true}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online"", ""urgent"": true}",true,false,false,1493.0,0.0,true,false,96
w3v2_025_always_max_b96_r1_d10000,2026-07-19T20:41:16+08:00,2026-07-19T20:41:20+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq719_budget96_temp0.0,tiny_schema_v2,w3v2_025,1,623,96,23,603,933,40.565,1536,W3_action_always_max_b96_79d839fe87,NA,42.883,43.227,60.3,61.5,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_025_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Alice\"", \""text\"": \""Server is back online\"", \""urgent\"": true}, got={\""contact\"": \""Alice\"", \""text\"": \""Server is back online.\"", \""urgent\"": true}""","{""action"":""send_message"",""arguments"":{""text"":""Server is back online."",""urgent"":true,""contact"":""Alice""}}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online."", ""urgent"": true}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online"", ""urgent"": true}",true,false,false,1493.0,0.0,true,false,96
w3v2_026_always_max_b96_r1_d2000,2026-07-19T20:41:20+08:00,2026-07-19T20:41:23+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq734_budget96_temp0.0,tiny_schema_v2,w3v2_026,1,638,96,26,611,1057,40.654,1668,W3_action_always_max_b96_79d839fe87,NA,43.22,43.316,60.7,61.1,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_026_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven\"", \""urgent\"": false}, got={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven. Sorry.\"", \""urgent\"": false}""","{""action"":""send_message"",""arguments"":{""text"":""I will arrive at seven. Sorry."",""contact"":""Bob"",""urgent"":false}}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven. Sorry."", ""urgent"": false}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven"", ""urgent"": false}",true,false,false,1623.0,0.0,true,false,96
w3v2_026_always_max_b96_r1_d5000,2026-07-19T20:41:20+08:00,2026-07-19T20:41:23+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq734_budget96_temp0.0,tiny_schema_v2,w3v2_026,1,638,96,26,611,1057,40.654,1668,W3_action_always_max_b96_79d839fe87,NA,43.22,43.316,60.7,61.1,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_026_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven\"", \""urgent\"": false}, got={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven. Sorry.\"", \""urgent\"": false}""","{""action"":""send_message"",""arguments"":{""text"":""I will arrive at seven. Sorry."",""contact"":""Bob"",""urgent"":false}}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven. Sorry."", ""urgent"": false}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven"", ""urgent"": false}",true,false,false,1623.0,0.0,true,false,96
w3v2_026_always_max_b96_r1_d10000,2026-07-19T20:41:20+08:00,2026-07-19T20:41:23+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq734_budget96_temp0.0,tiny_schema_v2,w3v2_026,1,638,96,26,611,1057,40.654,1668,W3_action_always_max_b96_79d839fe87,NA,43.22,43.316,60.7,61.1,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_026_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven\"", \""urgent\"": false}, got={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven. Sorry.\"", \""urgent\"": false}""","{""action"":""send_message"",""arguments"":{""text"":""I will arrive at seven. Sorry."",""contact"":""Bob"",""urgent"":false}}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven. Sorry."", ""urgent"": false}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven"", ""urgent"": false}",true,false,false,1623.0,0.0,true,false,96
w3v2_027_always_max_b96_r1_d2000,2026-07-19T20:41:23+08:00,2026-07-19T20:41:27+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq726_budget96_temp0.0,tiny_schema_v2,w3v2_027,1,630,96,31,607,1296,41.806,1903,W3_action_always_max_b96_79d839fe87,NA,43.316,43.356,60.3,61.1,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_027_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""body\"": \""The draft is attached\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}, got={\""body\"": \""The draft is attached.\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}""","{""action"":""send_email"",""arguments"":{""body"":""The draft is attached."",""high_priority"":true,""recipient"":""report@example.com"",""subject"":""Weekly report""}}",send_email,"{""body"": ""The draft is attached."", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",send_email,"{""body"": ""The draft is attached"", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",true,false,false,1862.0,0.0,true,false,96
w3v2_027_always_max_b96_r1_d5000,2026-07-19T20:41:23+08:00,2026-07-19T20:41:27+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq726_budget96_temp0.0,tiny_schema_v2,w3v2_027,1,630,96,31,607,1296,41.806,1903,W3_action_always_max_b96_79d839fe87,NA,43.316,43.356,60.3,61.1,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_027_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""body\"": \""The draft is attached\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}, got={\""body\"": \""The draft is attached.\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}""","{""action"":""send_email"",""arguments"":{""body"":""The draft is attached."",""high_priority"":true,""recipient"":""report@example.com"",""subject"":""Weekly report""}}",send_email,"{""body"": ""The draft is attached."", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",send_email,"{""body"": ""The draft is attached"", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",true,false,false,1862.0,0.0,true,false,96
w3v2_027_always_max_b96_r1_d10000,2026-07-19T20:41:23+08:00,2026-07-19T20:41:27+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq726_budget96_temp0.0,tiny_schema_v2,w3v2_027,1,630,96,31,607,1296,41.806,1903,W3_action_always_max_b96_79d839fe87,NA,43.316,43.356,60.3,61.1,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_027_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""body\"": \""The draft is attached\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}, got={\""body\"": \""The draft is attached.\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}""","{""action"":""send_email"",""arguments"":{""body"":""The draft is attached."",""high_priority"":true,""recipient"":""report@example.com"",""subject"":""Weekly report""}}",send_email,"{""body"": ""The draft is attached."", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",send_email,"{""body"": ""The draft is attached"", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",true,false,false,1862.0,0.0,true,false,96
w3v2_028_always_max_b96_r1_d2000,2026-07-19T20:41:27+08:00,2026-07-19T20:41:31+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq738_budget96_temp0.0,tiny_schema_v2,w3v2_028,1,642,96,39,732,1607,41.205,2339,W3_action_always_max_b96_79d839fe87,NA,43.356,43.486,59.9,62.3,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_028_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""argument keys mismatch for send_email; missing=[], extra=['body_replace']""","{""action"":""send_email"",""arguments"":{""body"":""Meet in room 302"",""high_priority"":false,""recipient"":""team@example.com"",""subject"":""Room change"",""body_replace"":true}}",send_email,"{""body"": ""Meet in room 302"", ""body_replace"": true, ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",send_email,"{""body"": ""Meet in room 302"", ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",false,false,false,NA,1.0,false,false,96
w3v2_028_always_max_b96_r1_d5000,2026-07-19T20:41:27+08:00,2026-07-19T20:41:31+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq738_budget96_temp0.0,tiny_schema_v2,w3v2_028,1,642,96,39,732,1607,41.205,2339,W3_action_always_max_b96_79d839fe87,NA,43.356,43.486,59.9,62.3,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_028_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""argument keys mismatch for send_email; missing=[], extra=['body_replace']""","{""action"":""send_email"",""arguments"":{""body"":""Meet in room 302"",""high_priority"":false,""recipient"":""team@example.com"",""subject"":""Room change"",""body_replace"":true}}",send_email,"{""body"": ""Meet in room 302"", ""body_replace"": true, ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",send_email,"{""body"": ""Meet in room 302"", ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",false,false,false,NA,1.0,false,false,96
w3v2_028_always_max_b96_r1_d10000,2026-07-19T20:41:27+08:00,2026-07-19T20:41:31+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq738_budget96_temp0.0,tiny_schema_v2,w3v2_028,1,642,96,39,732,1607,41.205,2339,W3_action_always_max_b96_79d839fe87,NA,43.356,43.486,59.9,62.3,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_028_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""argument keys mismatch for send_email; missing=[], extra=['body_replace']""","{""action"":""send_email"",""arguments"":{""body"":""Meet in room 302"",""high_priority"":false,""recipient"":""team@example.com"",""subject"":""Room change"",""body_replace"":true}}",send_email,"{""body"": ""Meet in room 302"", ""body_replace"": true, ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",send_email,"{""body"": ""Meet in room 302"", ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",false,false,false,NA,1.0,false,false,96
w3v2_029_always_max_b96_r1_d2000,2026-07-19T20:41:31+08:00,2026-07-19T20:41:35+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq731_budget96_temp0.0,tiny_schema_v2,w3v2_029,1,635,96,24,611,1007,41.958,1618,W3_action_always_max_b96_79d839fe87,NA,43.5,43.628,61.9,61.5,0,true,2000,true,none,"physical_run_id=w3v2_029_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""""","{""action"":""search_web"",""arguments"":{""query"":""nearest train station"",""result_limit"":8,""safe_search"":false}}",search_web,"{""query"": ""nearest train station"", ""result_limit"": 8, ""safe_search"": false}",search_web,"{""query"": ""nearest train station"", ""result_limit"": 8, ""safe_search"": false}",true,true,false,1569.0,0.0,true,true,96
w3v2_029_always_max_b96_r1_d5000,2026-07-19T20:41:31+08:00,2026-07-19T20:41:35+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq731_budget96_temp0.0,tiny_schema_v2,w3v2_029,1,635,96,24,611,1007,41.958,1618,W3_action_always_max_b96_79d839fe87,NA,43.5,43.628,61.9,61.5,0,true,5000,true,none,"physical_run_id=w3v2_029_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""""","{""action"":""search_web"",""arguments"":{""query"":""nearest train station"",""result_limit"":8,""safe_search"":false}}",search_web,"{""query"": ""nearest train station"", ""result_limit"": 8, ""safe_search"": false}",search_web,"{""query"": ""nearest train station"", ""result_limit"": 8, ""safe_search"": false}",true,true,false,1569.0,0.0,true,true,96
w3v2_029_always_max_b96_r1_d10000,2026-07-19T20:41:31+08:00,2026-07-19T20:41:35+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq731_budget96_temp0.0,tiny_schema_v2,w3v2_029,1,635,96,24,611,1007,41.958,1618,W3_action_always_max_b96_79d839fe87,NA,43.5,43.628,61.9,61.5,0,true,10000,true,none,"physical_run_id=w3v2_029_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""""","{""action"":""search_web"",""arguments"":{""query"":""nearest train station"",""result_limit"":8,""safe_search"":false}}",search_web,"{""query"": ""nearest train station"", ""result_limit"": 8, ""safe_search"": false}",search_web,"{""query"": ""nearest train station"", ""result_limit"": 8, ""safe_search"": false}",true,true,false,1569.0,0.0,true,true,96
w3v2_030_always_max_b96_r1_d2000,2026-07-19T20:41:35+08:00,2026-07-19T20:41:38+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq724_budget96_temp0.0,tiny_schema_v2,w3v2_030,1,628,96,19,603,781,41.105,1384,W3_action_always_max_b96_79d839fe87,NA,43.635,43.621,60.3,61.5,0,true,2000,true,none,"physical_run_id=w3v2_030_always_max_b96_r1;action_validator_version=strict_json_v2;action_error_message=""""","{""action"":""find_ui_element"",""arguments"":{""description"":""Settings icon"",""visible_only"":false}}",find_ui_element,"{""description"": ""Settings icon"", ""visible_only"": false}",find_ui_element,"{""description"": ""Settings icon"", ""visible_only"": false}",true,true,false,1337.0,0.0,true,true,96
