run_id,timestamp_start,timestamp_end,assignee,task_group,device_id,runtime,model,quantization,backend,performance_mode,htp_performance_mode,htp_performance_mode_name,strategy,dataset,sample_id,repeat_id,prompt_tokens,target_output_tokens,actual_output_tokens,ttft_ms,decode_latency_ms,tpot_ms,e2e_latency_ms,energy_batch_id,energy_j,start_temp_c,end_temp_c,start_npu_temp_c,end_npu_temp_c,thermal_status,task_success,deadline_ms,progress_satisfied,error_type,notes,answer,gold_answer,answer_correct,correct_under_deadline,reasoning_budget_tokens,output_truncated,energy_per_correct_answer_j
w2_002_always_max_b512_r1_d5000,2026-07-19T13:42:23+08:00,2026-07-19T13:42:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_002,1,136,512,159,240,6412,40.327,6652,W2_reasoning_always_max_b512_68c280243b,NA,33.797,37.291,52.3,57.6,0,false,5000,false,deadline_miss,,5,5,true,false,512,false,NA
w2_002_always_max_b512_r1_d10000,2026-07-19T13:42:23+08:00,2026-07-19T13:42:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_002,1,136,512,159,240,6412,40.327,6652,W2_reasoning_always_max_b512_68c280243b,NA,33.797,37.291,52.3,57.6,0,true,10000,true,none,,5,5,true,true,512,false,NA
w2_002_always_max_b512_r1_d20000,2026-07-19T13:42:23+08:00,2026-07-19T13:42:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_002,1,136,512,159,240,6412,40.327,6652,W2_reasoning_always_max_b512_68c280243b,NA,33.797,37.291,52.3,57.6,0,true,20000,true,none,,5,5,true,true,512,false,NA
w2_002_always_max_b512_r1_d30000,2026-07-19T13:42:23+08:00,2026-07-19T13:42:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_002,1,136,512,159,240,6412,40.327,6652,W2_reasoning_always_max_b512_68c280243b,NA,33.797,37.291,52.3,57.6,0,true,30000,true,none,,5,5,true,true,512,false,NA
w2_003_always_max_b512_r1_d5000,2026-07-19T13:42:32+08:00,2026-07-19T13:42:37+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_003,1,132,512,87,246,3539,40.678,3785,W2_reasoning_always_max_b512_68c280243b,NA,37.333,38.766,56.5,59.6,0,false,5000,false,wrong_answer,,81,87,false,false,512,false,NA
w2_003_always_max_b512_r1_d10000,2026-07-19T13:42:32+08:00,2026-07-19T13:42:37+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_003,1,132,512,87,246,3539,40.678,3785,W2_reasoning_always_max_b512_68c280243b,NA,37.333,38.766,56.5,59.6,0,false,10000,false,wrong_answer,,81,87,false,false,512,false,NA
w2_003_always_max_b512_r1_d20000,2026-07-19T13:42:32+08:00,2026-07-19T13:42:37+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_003,1,132,512,87,246,3539,40.678,3785,W2_reasoning_always_max_b512_68c280243b,NA,37.333,38.766,56.5,59.6,0,false,20000,false,wrong_answer,,81,87,false,false,512,false,NA
w2_003_always_max_b512_r1_d30000,2026-07-19T13:42:32+08:00,2026-07-19T13:42:37+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_003,1,132,512,87,246,3539,40.678,3785,W2_reasoning_always_max_b512_68c280243b,NA,37.333,38.766,56.5,59.6,0,false,30000,false,wrong_answer,,81,87,false,false,512,false,NA
w2_004_always_max_b512_r1_d5000,2026-07-19T13:42:37+08:00,2026-07-19T13:42:47+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq637_budget512_temp0.0,gsm8k,w2_004,1,125,512,206,123,8194,39.777,8317,W2_reasoning_always_max_b512_68c280243b,NA,38.784,40.863,59.2,62.3,0,false,5000,false,deadline_miss,,34,34,true,false,512,false,NA
w2_004_always_max_b512_r1_d10000,2026-07-19T13:42:37+08:00,2026-07-19T13:42:47+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq637_budget512_temp0.0,gsm8k,w2_004,1,125,512,206,123,8194,39.777,8317,W2_reasoning_always_max_b512_68c280243b,NA,38.784,40.863,59.2,62.3,0,true,10000,true,none,,34,34,true,true,512,false,NA
w2_004_always_max_b512_r1_d20000,2026-07-19T13:42:37+08:00,2026-07-19T13:42:47+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq637_budget512_temp0.0,gsm8k,w2_004,1,125,512,206,123,8194,39.777,8317,W2_reasoning_always_max_b512_68c280243b,NA,38.784,40.863,59.2,62.3,0,true,20000,true,none,,34,34,true,true,512,false,NA
w2_004_always_max_b512_r1_d30000,2026-07-19T13:42:37+08:00,2026-07-19T13:42:47+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq637_budget512_temp0.0,gsm8k,w2_004,1,125,512,206,123,8194,39.777,8317,W2_reasoning_always_max_b512_68c280243b,NA,38.784,40.863,59.2,62.3,0,true,30000,true,none,,34,34,true,true,512,false,NA
w2_005_always_max_b512_r1_d5000,2026-07-19T13:42:47+08:00,2026-07-19T13:42:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq649_budget512_temp0.0,gsm8k,w2_005,1,137,512,152,244,6272,41.263,6516,W2_reasoning_always_max_b512_68c280243b,NA,40.876,42.08,61.1,63.4,0,false,5000,false,wrong_answer,,2.5,15,false,false,512,false,NA
w2_005_always_max_b512_r1_d10000,2026-07-19T13:42:47+08:00,2026-07-19T13:42:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq649_budget512_temp0.0,gsm8k,w2_005,1,137,512,152,244,6272,41.263,6516,W2_reasoning_always_max_b512_68c280243b,NA,40.876,42.08,61.1,63.4,0,false,10000,false,wrong_answer,,2.5,15,false,false,512,false,NA
w2_005_always_max_b512_r1_d20000,2026-07-19T13:42:47+08:00,2026-07-19T13:42:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq649_budget512_temp0.0,gsm8k,w2_005,1,137,512,152,244,6272,41.263,6516,W2_reasoning_always_max_b512_68c280243b,NA,40.876,42.08,61.1,63.4,0,false,20000,false,wrong_answer,,2.5,15,false,false,512,false,NA
w2_005_always_max_b512_r1_d30000,2026-07-19T13:42:47+08:00,2026-07-19T13:42:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq649_budget512_temp0.0,gsm8k,w2_005,1,137,512,152,244,6272,41.263,6516,W2_reasoning_always_max_b512_68c280243b,NA,40.876,42.08,61.1,63.4,0,false,30000,false,wrong_answer,,2.5,15,false,false,512,false,NA
w2_006_always_max_b512_r1_d5000,2026-07-19T13:42:55+08:00,2026-07-19T13:43:10+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq647_budget512_temp0.0,gsm8k,w2_006,1,135,512,308,248,12611,40.945,12859,W2_reasoning_always_max_b512_68c280243b,NA,42.086,44.186,62.6,66.1,0,false,5000,false,deadline_miss,,770,770,true,false,512,false,NA
w2_006_always_max_b512_r1_d10000,2026-07-19T13:42:55+08:00,2026-07-19T13:43:10+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq647_budget512_temp0.0,gsm8k,w2_006,1,135,512,308,248,12611,40.945,12859,W2_reasoning_always_max_b512_68c280243b,NA,42.086,44.186,62.6,66.1,0,false,10000,false,deadline_miss,,770,770,true,false,512,false,NA
w2_006_always_max_b512_r1_d20000,2026-07-19T13:42:55+08:00,2026-07-19T13:43:10+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq647_budget512_temp0.0,gsm8k,w2_006,1,135,512,308,248,12611,40.945,12859,W2_reasoning_always_max_b512_68c280243b,NA,42.086,44.186,62.6,66.1,0,true,20000,true,none,,770,770,true,true,512,false,NA
w2_006_always_max_b512_r1_d30000,2026-07-19T13:42:55+08:00,2026-07-19T13:43:10+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq647_budget512_temp0.0,gsm8k,w2_006,1,135,512,308,248,12611,40.945,12859,W2_reasoning_always_max_b512_68c280243b,NA,42.086,44.186,62.6,66.1,0,true,30000,true,none,,770,770,true,true,512,false,NA
w2_007_always_max_b512_r1_d5000,2026-07-19T13:43:10+08:00,2026-07-19T13:43:15+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq635_budget512_temp0.0,gsm8k,w2_007,1,123,512,76,124,3111,40.934,3235,W2_reasoning_always_max_b512_68c280243b,NA,44.207,44.603,64.6,64.6,0,true,5000,true,none,,28,28,true,true,512,false,NA
w2_007_always_max_b512_r1_d10000,2026-07-19T13:43:10+08:00,2026-07-19T13:43:15+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq635_budget512_temp0.0,gsm8k,w2_007,1,123,512,76,124,3111,40.934,3235,W2_reasoning_always_max_b512_68c280243b,NA,44.207,44.603,64.6,64.6,0,true,10000,true,none,,28,28,true,true,512,false,NA
w2_007_always_max_b512_r1_d20000,2026-07-19T13:43:10+08:00,2026-07-19T13:43:15+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq635_budget512_temp0.0,gsm8k,w2_007,1,123,512,76,124,3111,40.934,3235,W2_reasoning_always_max_b512_68c280243b,NA,44.207,44.603,64.6,64.6,0,true,20000,true,none,,28,28,true,true,512,false,NA
w2_007_always_max_b512_r1_d30000,2026-07-19T13:43:10+08:00,2026-07-19T13:43:15+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq635_budget512_temp0.0,gsm8k,w2_007,1,123,512,76,124,3111,40.934,3235,W2_reasoning_always_max_b512_68c280243b,NA,44.207,44.603,64.6,64.6,0,true,30000,true,none,,28,28,true,true,512,false,NA
w2_008_always_max_b512_r1_d5000,2026-07-19T13:43:15+08:00,2026-07-19T13:43:29+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_008,1,132,512,304,251,12096,39.789,12347,W2_reasoning_always_max_b512_68c280243b,NA,44.617,45.768,63.8,66.1,0,false,5000,false,deadline_miss,,50,50,true,false,512,false,NA
w2_008_always_max_b512_r1_d10000,2026-07-19T13:43:15+08:00,2026-07-19T13:43:29+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_008,1,132,512,304,251,12096,39.789,12347,W2_reasoning_always_max_b512_68c280243b,NA,44.617,45.768,63.8,66.1,0,false,10000,false,deadline_miss,,50,50,true,false,512,false,NA
w2_008_always_max_b512_r1_d20000,2026-07-19T13:43:15+08:00,2026-07-19T13:43:29+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_008,1,132,512,304,251,12096,39.789,12347,W2_reasoning_always_max_b512_68c280243b,NA,44.617,45.768,63.8,66.1,0,true,20000,true,none,,50,50,true,true,512,false,NA
w2_008_always_max_b512_r1_d30000,2026-07-19T13:43:15+08:00,2026-07-19T13:43:29+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq644_budget512_temp0.0,gsm8k,w2_008,1,132,512,304,251,12096,39.789,12347,W2_reasoning_always_max_b512_68c280243b,NA,44.617,45.768,63.8,66.1,0,true,30000,true,none,,50,50,true,true,512,false,NA
w2_009_always_max_b512_r1_d5000,2026-07-19T13:43:29+08:00,2026-07-19T13:43:35+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq632_budget512_temp0.0,gsm8k,w2_009,1,120,512,99,126,4057,40.98,4183,W2_reasoning_always_max_b512_68c280243b,NA,45.782,45.86,64.9,65.7,0,true,5000,true,none,,70,70,true,true,512,false,NA
w2_009_always_max_b512_r1_d10000,2026-07-19T13:43:29+08:00,2026-07-19T13:43:35+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq632_budget512_temp0.0,gsm8k,w2_009,1,120,512,99,126,4057,40.98,4183,W2_reasoning_always_max_b512_68c280243b,NA,45.782,45.86,64.9,65.7,0,true,10000,true,none,,70,70,true,true,512,false,NA
w2_009_always_max_b512_r1_d20000,2026-07-19T13:43:29+08:00,2026-07-19T13:43:35+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq632_budget512_temp0.0,gsm8k,w2_009,1,120,512,99,126,4057,40.98,4183,W2_reasoning_always_max_b512_68c280243b,NA,45.782,45.86,64.9,65.7,0,true,20000,true,none,,70,70,true,true,512,false,NA
w2_009_always_max_b512_r1_d30000,2026-07-19T13:43:29+08:00,2026-07-19T13:43:35+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq632_budget512_temp0.0,gsm8k,w2_009,1,120,512,99,126,4057,40.98,4183,W2_reasoning_always_max_b512_68c280243b,NA,45.782,45.86,64.9,65.7,0,true,30000,true,none,,70,70,true,true,512,false,NA
w2_010_always_max_b512_r1_d5000,2026-07-19T13:43:35+08:00,2026-07-19T13:43:42+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq633_budget512_temp0.0,gsm8k,w2_010,1,121,512,127,124,5265,41.457,5389,W2_reasoning_always_max_b512_68c280243b,NA,45.853,46.099,64.6,64.9,0,false,5000,false,deadline_miss,,100,100,true,false,512,false,NA
w2_010_always_max_b512_r1_d10000,2026-07-19T13:43:35+08:00,2026-07-19T13:43:42+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq633_budget512_temp0.0,gsm8k,w2_010,1,121,512,127,124,5265,41.457,5389,W2_reasoning_always_max_b512_68c280243b,NA,45.853,46.099,64.6,64.9,0,true,10000,true,none,,100,100,true,true,512,false,NA
w2_010_always_max_b512_r1_d20000,2026-07-19T13:43:35+08:00,2026-07-19T13:43:42+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq633_budget512_temp0.0,gsm8k,w2_010,1,121,512,127,124,5265,41.457,5389,W2_reasoning_always_max_b512_68c280243b,NA,45.853,46.099,64.6,64.9,0,true,20000,true,none,,100,100,true,true,512,false,NA
w2_010_always_max_b512_r1_d30000,2026-07-19T13:43:35+08:00,2026-07-19T13:43:42+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq633_budget512_temp0.0,gsm8k,w2_010,1,121,512,127,124,5265,41.457,5389,W2_reasoning_always_max_b512_68c280243b,NA,45.853,46.099,64.6,64.9,0,true,30000,true,none,,100,100,true,true,512,false,NA
w2_011_always_max_b512_r1_d5000,2026-07-19T13:43:43+08:00,2026-07-19T13:43:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_011,1,136,512,165,252,6708,40.655,6960,W2_reasoning_always_max_b512_68c280243b,NA,46.099,46.501,63.8,68.0,0,false,5000,false,deadline_miss,,12,12,true,false,512,false,NA
w2_011_always_max_b512_r1_d10000,2026-07-19T13:43:43+08:00,2026-07-19T13:43:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_011,1,136,512,165,252,6708,40.655,6960,W2_reasoning_always_max_b512_68c280243b,NA,46.099,46.501,63.8,68.0,0,true,10000,true,none,,12,12,true,true,512,false,NA
w2_011_always_max_b512_r1_d20000,2026-07-19T13:43:43+08:00,2026-07-19T13:43:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_011,1,136,512,165,252,6708,40.655,6960,W2_reasoning_always_max_b512_68c280243b,NA,46.099,46.501,63.8,68.0,0,true,20000,true,none,,12,12,true,true,512,false,NA
w2_011_always_max_b512_r1_d30000,2026-07-19T13:43:43+08:00,2026-07-19T13:43:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq648_budget512_temp0.0,gsm8k,w2_011,1,136,512,165,252,6708,40.655,6960,W2_reasoning_always_max_b512_68c280243b,NA,46.099,46.501,63.8,68.0,0,true,30000,true,none,,12,12,true,true,512,false,NA
w2_012_always_max_b512_r1_d5000,2026-07-19T13:43:51+08:00,2026-07-19T13:43:58+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq645_budget512_temp0.0,gsm8k,w2_012,1,133,512,109,245,4502,41.303,4747,W2_reasoning_always_max_b512_68c280243b,NA,46.508,46.834,67.2,66.9,0,true,5000,true,none,,34,34,true,true,512,false,NA
w2_012_always_max_b512_r1_d10000,2026-07-19T13:43:51+08:00,2026-07-19T13:43:58+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq645_budget512_temp0.0,gsm8k,w2_012,1,133,512,109,245,4502,41.303,4747,W2_reasoning_always_max_b512_68c280243b,NA,46.508,46.834,67.2,66.9,0,true,10000,true,none,,34,34,true,true,512,false,NA
w2_012_always_max_b512_r1_d20000,2026-07-19T13:43:51+08:00,2026-07-19T13:43:58+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq645_budget512_temp0.0,gsm8k,w2_012,1,133,512,109,245,4502,41.303,4747,W2_reasoning_always_max_b512_68c280243b,NA,46.508,46.834,67.2,66.9,0,true,20000,true,none,,34,34,true,true,512,false,NA
w2_012_always_max_b512_r1_d30000,2026-07-19T13:43:51+08:00,2026-07-19T13:43:58+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq645_budget512_temp0.0,gsm8k,w2_012,1,133,512,109,245,4502,41.303,4747,W2_reasoning_always_max_b512_68c280243b,NA,46.508,46.834,67.2,66.9,0,true,30000,true,none,,34,34,true,true,512,false,NA
w2_013_always_max_b512_r1_d5000,2026-07-19T13:43:58+08:00,2026-07-19T13:44:05+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq618_budget512_temp0.0,gsm8k,w2_013,1,106,512,129,123,5361,41.558,5484,W2_reasoning_always_max_b512_68c280243b,NA,46.813,47.079,65.7,66.9,0,false,5000,false,deadline_miss,,19,19,true,false,512,false,NA
w2_013_always_max_b512_r1_d10000,2026-07-19T13:43:58+08:00,2026-07-19T13:44:05+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq618_budget512_temp0.0,gsm8k,w2_013,1,106,512,129,123,5361,41.558,5484,W2_reasoning_always_max_b512_68c280243b,NA,46.813,47.079,65.7,66.9,0,true,10000,true,none,,19,19,true,true,512,false,NA
w2_013_always_max_b512_r1_d20000,2026-07-19T13:43:58+08:00,2026-07-19T13:44:05+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq618_budget512_temp0.0,gsm8k,w2_013,1,106,512,129,123,5361,41.558,5484,W2_reasoning_always_max_b512_68c280243b,NA,46.813,47.079,65.7,66.9,0,true,20000,true,none,,19,19,true,true,512,false,NA
w2_013_always_max_b512_r1_d30000,2026-07-19T13:43:58+08:00,2026-07-19T13:44:05+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq618_budget512_temp0.0,gsm8k,w2_013,1,106,512,129,123,5361,41.558,5484,W2_reasoning_always_max_b512_68c280243b,NA,46.813,47.079,65.7,66.9,0,true,30000,true,none,,19,19,true,true,512,false,NA
w2_014_always_max_b512_r1_d5000,2026-07-19T13:44:05+08:00,2026-07-19T13:44:12+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq617_budget512_temp0.0,gsm8k,w2_014,1,105,512,136,127,5643,41.493,5770,W2_reasoning_always_max_b512_68c280243b,NA,47.093,47.4,66.1,66.9,0,false,5000,false,deadline_miss,,30,30,true,false,512,false,NA
w2_014_always_max_b512_r1_d10000,2026-07-19T13:44:05+08:00,2026-07-19T13:44:12+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq617_budget512_temp0.0,gsm8k,w2_014,1,105,512,136,127,5643,41.493,5770,W2_reasoning_always_max_b512_68c280243b,NA,47.093,47.4,66.1,66.9,0,true,10000,true,none,,30,30,true,true,512,false,NA
w2_014_always_max_b512_r1_d20000,2026-07-19T13:44:05+08:00,2026-07-19T13:44:12+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,always_max,2,kHtpBurst,hybrid_prefill_ar128_seq617_budget512_temp0.0,gsm8k,w2_014,1,105,512,136,127,5643,41.493,5770,W2_reasoning_always_max_b512_68c280243b,NA,47.093,47.4,66.1,66.9,0,true,20000,true,none,,30,30,true,true,512,false,NA
