task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct,start_power_w,end_power_w
GSM8K,gsm8k_0264,GSM8K,264,Grade School Math,,128,128,119,247,0,0,0,0,,,119,127,1393,131,131,7527,7658,7658,908.397,16.8726,True,4,471,0,3.084684965515211,0.40280555830702675,0.024288857996182765,23.622517465915486,4.046833198380567,4.0479781328847775,0.08268097165991903,0.08685786375105131,42.692,42.692,42.692,66.11328125,1061.59765625,1061.59765625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0264/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0264/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0264/runner.log,NA,8,NA,8,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0265,GSM8K,265,Grade School Math,,128,128,101,229,0,0,0,0,,,101,127,1420,131,131,7568,7699,7699,770.992,16.7812,True,4,374,0,3.2088916771991047,0.41679330785804714,0.02526686359999295,24.705257022755905,4.049354523227384,4.047686405337782,0.08187530562347188,0.07794078398665555,42.726677261613695,42.70538698915763,42.732,66.1796875,1061.63671875,1061.63671875,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0265/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0265/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0265/runner.log,NA,400,NA,400,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0266,GSM8K,266,Grade School Math,,128,128,165,293,0,0,0,0,,,165,127,1413,258,258,7537,7795,7795,639.535,16.8502,True,4,398,0,3.2029756370878166,0.41090130046027157,0.02522028060699068,24.96719509109953,4.045772203947369,4.037997524752475,0.09201151315789473,0.08290841584158416,42.739,42.640611386138616,42.739,65.9765625,1060.6953125,1060.6953125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0266/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0266/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0266/runner.log,NA,9500,NA,9500,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0267,GSM8K,267,Grade School Math,,128,128,148,276,0,0,0,0,,,148,127,1409,255,255,7527,7782,7782,580.392,16.8726,True,4,382,0,2.6349185264415045,0.3385914323363537,0.020747389971980352,20.50493597276779,4.051966448445172,4.0572912223133715,0.05922667757774141,0.03187940935192781,42.684470540098204,42.5996899097621,42.684470540098204,65.9375,1061.1328125,1061.1328125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0267/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0267/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0267/runner.log,NA,118000,NA,118000,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0268,GSM8K,268,Grade School Math,,128,128,148,276,0,0,0,0,,,148,127,1411,256,256,7520,7776,7776,578.125,16.8883,True,4,381,0,3.006577180609449,0.386648299975495,0.023673836067790936,23.379144156419073,4.046698360655738,4.056829787234042,0.1044655737704918,0.030455810147299506,42.62762950819672,42.60572995090016,42.633,65.9453125,1061.18359375,1061.18359375,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0268/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0268/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0268/runner.log,NA,91,NA,91,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0269,GSM8K,269,Grade School Math,,128,128,116,244,0,0,0,0,,,116,127,1410,131,131,7520,7651,7651,885.496,16.8883,True,4,445,0,3.4405252227981347,0.44968307708771854,0.027090749785812083,26.323458479628528,4.04463295269168,4.041275459098498,0.0835252854812398,0.08998998330550918,42.653,42.593,42.653,66.53125,1061.44921875,1061.44921875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0269/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0269/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0269/runner.log,NA,1375,NA,1375,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0270,GSM8K,270,Grade School Math,,128,128,104,232,0,0,0,0,,,104,127,1408,132,132,7508,7640,7640,787.879,16.9153,True,4,451,0,3.0596774755499214,0.4004813449672672,0.024091948626377334,23.3759359132014,4.040943319838057,4.049347972972972,0.09655141700404858,0.06405574324324324,42.63152064777328,42.626,42.63152064777328,66.046875,1060.98046875,1060.98046875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0270/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0270/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0270/runner.log,NA,4,NA,4,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0271,GSM8K,271,Grade School Math,,128,128,142,270,0,0,0,0,,,142,127,1423,254,254,7521,7775,7775,559.055,16.8861,True,4,281,0,3.2402181821939817,0.41674831925324524,0.0255135289936534,25.19269636655821,4.040722358722358,4.028313383208645,0.0910982800982801,0.14662759767248545,42.66932186732186,42.67907564422278,42.67907564422278,66.0625,1061.23828125,1061.23828125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0271/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0271/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0271/runner.log,NA,762,NA,762,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0272,GSM8K,272,Grade School Math,,128,128,113,241,0,0,0,0,,,113,127,1421,131,131,7520,7651,7651,862.595,16.8883,True,4,490,0,3.279913545271745,0.42869083064589536,0.025826090907651537,25.094618534874122,4.04221387283237,4.041059850374065,0.07704624277456647,0.07839650872817955,42.72045664739885,42.651620947630924,42.725,65.875,1061.22265625,1061.22265625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0272/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0272/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0272/runner.log,NA,20,NA,20,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0273,GSM8K,273,Grade School Math,,128,128,115,243,0,0,0,0,,,115,127,1439,133,133,7524,7657,7657,864.662,16.8793,True,4,351,0,3.042637852651735,0.39736683461561123,0.023957778367336497,23.297478037754335,4.038880837359098,4.035860949208993,0.09894041867954911,0.08984429641965028,42.68085426731079,42.68500333055787,42.686,65.77734375,1060.75390625,1060.75390625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0273/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0273/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0273/runner.log,NA,5,NA,5,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0274,GSM8K,274,Grade School Math,,128,128,146,274,0,0,0,0,,,146,127,1434,255,255,7527,7782,7782,572.549,16.8726,True,4,434,0,3.4835384638046434,0.4476405119255517,0.02742943672287121,27.108896325327734,4.036769911504424,4.035972176759411,0.09528318584070797,0.10079541734860883,42.72233628318584,42.725252045826515,42.732,66.046875,1061.02734375,1061.02734375,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0274/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0274/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0274/runner.log,NA,315,NA,315,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0275,GSM8K,275,Grade School Math,,128,128,143,271,0,0,0,0,,,143,127,1438,257,257,7526,7783,7783,556.42,16.8748,True,4,433,0,3.437428296884157,0.441658524590024,0.027066364542394937,26.753504434649393,4.036448529411764,4.033039087947882,0.09480392156862745,0.07742019543973941,42.76301552287582,42.69225081433225,42.76301552287582,66.19140625,1061.1875,1061.1875,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0275/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0275/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0275/runner.log,320,3200,320,3200,exact_answer_phrase,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0276,GSM8K,276,Grade School Math,,128,128,158,286,0,0,0,0,,,158,127,1437,256,256,7589,7845,7845,617.188,16.7347,True,4,357,0,2.904273535745469,0.3702069516565289,0.022868295557050937,22.784025887923207,4.038228571428571,4.031219110378912,0.08405714285714286,0.10483196046128501,42.7286,42.68014168039539,42.739,65.98046875,1061.109375,1061.109375,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0276/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0276/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0276/runner.log,NA,138,NA,138,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0277,GSM8K,277,Grade School Math,,128,128,133,261,0,0,0,0,,,133,127,1457,256,256,7542,7798,7798,519.531,16.839,True,4,422,0,3.387150829937485,0.43436148114099576,0.02667047897588571,26.413002171852508,4.039666936790924,4.028183237469187,0.08959724473257699,0.14210928512736237,42.72059967585089,42.69227608874281,42.725,65.96484375,1061.3515625,1061.3515625,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0277/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0277/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0277/runner.log,NA,9,NA,9,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0278,GSM8K,278,Grade School Math,,128,128,115,243,0,0,0,0,,,115,127,1446,133,133,7533,7666,7666,864.662,16.8592,True,4,449,0,3.1088720439717283,0.40554031358879833,0.024479307432848256,23.83261308908727,4.045418451400329,4.041085619285121,0.05453542009884679,0.03792019950124688,42.725,42.677811305070655,42.725,65.64453125,1060.76953125,1060.76953125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0278/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0278/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0278/runner.log,NA,4,NA,4,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0279,GSM8K,279,Grade School Math,,128,128,105,233,0,0,0,0,,,105,127,1441,130,130,7548,7678,7678,807.692,16.8256,True,4,401,0,3.129220823026397,0.40755676257181517,0.02463953403957793,24.026157479196677,4.03703431372549,4.040380082987552,0.08034558823529413,0.08445477178423236,42.712,42.65839253112033,42.712,66.140625,1061.12890625,1061.12890625,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0279/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0279/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0279/runner.log,NA,40,NA,40,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0280,GSM8K,280,Grade School Math,,128,128,97,225,0,0,0,0,,,97,127,1450,133,133,7526,7659,7659,729.323,16.8748,True,4,321,0,3.009187525501527,0.3928956163339244,0.02369438996457895,23.047367257816195,4.033617455138662,4.038704132231405,0.08572349102773245,0.08117768595041322,42.69706443719413,42.62,42.69706443719413,65.98046875,1061.0078125,1061.0078125,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0280/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0280/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0280/runner.log,NA,6,NA,6,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0281,GSM8K,281,Grade School Math,,128,128,107,235,0,0,0,0,,,107,127,1448,133,133,7536,7669,7669,804.511,16.8524,True,4,448,0,3.1295372968828947,0.40807631984390336,0.024642025959707832,24.000421529794917,4.0394301948051945,4.04116306156406,0.07656980519480519,0.08137770382695508,42.65470941558441,42.6775074875208,42.6775074875208,65.625,1060.7578125,1060.7578125,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0281/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0281/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0281/runner.log,NA,7,NA,7,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0282,GSM8K,282,Grade School Math,,128,128,119,247,0,0,0,0,,,119,127,1457,133,133,7567,7700,7700,894.737,16.7834,True,4,364,0,3.1163657230256,0.4047228211721558,0.02453831277972913,23.99601606729712,4.036466011466012,4.048341645885286,0.08675184275184275,0.040942643391521205,42.71531613431613,42.59247630922694,42.71531613431613,65.8203125,1060.734375,1060.734375,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0282/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0282/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0282/runner.log,NA,2450,NA,2450,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0283,GSM8K,283,Grade School Math,,128,128,122,250,0,0,0,0,,,122,127,1443,131,131,7552,7683,7683,931.298,16.8167,True,4,387,0,3.459854734020338,0.4503260098946164,0.027242950661577465,26.582063921478255,4.036308003233629,4.032,0.09172918350848827,0.11972932330827069,42.633,42.598457811194656,42.633,65.6796875,1061.12109375,1061.12109375,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0283/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0283/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0283/runner.log,NA,195,NA,195,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0284,GSM8K,284,Grade School Math,,128,128,158,286,0,0,0,0,,,158,127,1414,257,257,7537,7794,7794,614.786,16.8502,True,4,524,0,3.1463608196849506,0.4036901231312485,0.024774494643188587,24.522736228624503,4.033,4.031835661462613,0.09757774140752865,0.09721364009860313,42.64,42.61288496302383,42.64,66.125,1061.38671875,1061.38671875,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0284/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0284/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0284/runner.log,NA,68,NA,68,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0285,GSM8K,285,Grade School Math,,128,128,167,295,0,0,0,0,,,167,127,1403,257,257,7500,7757,7757,649.805,16.9333,True,4,440,0,3.083023858527751,0.3974505425457975,0.02427577841360434,23.915016070599762,4.03445904298459,4.049490131578947,0.08418653690186537,0.033634868421052636,42.659,42.619608552631576,42.659,65.85546875,1060.88671875,1060.88671875,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0285/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0285/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0285/runner.log,NA,360,NA,360,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0286,GSM8K,286,Grade School Math,,128,128,92,220,0,0,0,0,,,92,127,1409,132,132,7531,7663,7663,696.97,16.8636,True,4,403,0,3.349647997344625,0.43711966558066356,0.02637518108145374,25.668352603651865,4.03,4.0325244813278,0.09379918032786885,0.08211286307053942,42.673,42.637048962655605,42.673,65.90625,1061.00390625,1061.00390625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0286/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0286/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0286/runner.log,NA,21,NA,21,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0287,GSM8K,287,Grade School Math,,128,128,98,226,0,0,0,0,,,98,127,1404,131,131,7545,7676,7676,748.092,16.8323,True,4,394,0,3.3915745999317286,0.44184140176286196,0.026705311810486052,26.03372662907595,4.032864798021435,4.029553349875931,0.0947543281121187,0.09816873449131513,42.680494641384996,42.67195781637717,42.686,66.4375,1061.66796875,1061.66796875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0287/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0287/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0287/runner.log,NA,90,NA,90,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0288,GSM8K,288,Grade School Math,,128,128,109,237,0,0,0,0,,,109,127,1420,132,132,7526,7658,7658,825.758,16.8748,True,4,362,0,2.8156776336140807,0.36767793596423093,0.02217069002845733,21.562459318216632,4.038168724279836,4.032839801816681,0.07306172839506173,0.07538067712634186,42.706,42.706,42.712,65.765625,1061.02734375,1061.02734375,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0288/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0288/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0288/runner.log,NA,8,NA,8,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0289,GSM8K,289,Grade School Math,,128,128,122,250,0,0,0,0,,,122,127,1414,134,134,7516,7650,7650,910.448,16.8973,True,4,523,0,2.4731501023310627,0.3232875950759559,0.019473622853000493,18.91959828283263,4.0321847649918965,4.038271966527197,0.09084927066450567,0.05056987447698744,42.739,42.725,42.739,65.8203125,1060.890625,1060.890625,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0289/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0289/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0289/runner.log,NA,3,NA,3,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0290,GSM8K,290,Grade School Math,,128,128,129,257,0,0,0,0,,,129,127,1414,257,257,7526,7783,7783,501.946,16.8748,True,4,489,0,2.7961887296427124,0.3592687562177454,0.0220172340916749,21.762736882809232,4.037063218390804,4.017009764035802,0.06639080459770115,0.14795199349064278,42.763511494252874,42.67898942229455,42.763511494252874,66.05078125,1061.41796875,1061.41796875,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0290/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0290/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0290/runner.log,NA,16,NA,16,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0291,GSM8K,291,Grade School Math,,128,128,130,258,0,0,0,0,,,130,127,1402,256,256,7519,7775,7775,507.812,16.8905,True,4,402,0,3.1705920782493138,0.4077931933439632,0.024965291954719006,24.651353408388417,4.026779411764705,4.038535269709543,0.09310294117647058,0.03812448132780084,42.71077941176471,42.65276763485477,42.71077941176471,66.5390625,1061.375,1061.375,18,18,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0291/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0291/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0291/runner.log,NA,390,NA,390,missing_answer_marker,gsm8k_numeric_exact,False,,
GSM8K,gsm8k_0292,GSM8K,292,Grade School Math,,128,128,118,246,0,0,0,0,,,118,127,1411,134,134,7516,7650,7650,880.597,16.8973,True,4,458,0,3.346134900511101,0.43740325496877136,0.026347518901662214,25.597931988909924,4.0296221122112215,4.028512133891214,0.09213366336633663,0.09305271966527198,42.69351320132013,42.65151213389121,42.699,66.33203125,1061.57421875,1061.57421875,17,17,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0292/telemetry.csv,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0292/generated_text.txt,/home/lyyyy/pace/results/redmi/gsm8k_qwen2.5-3b_w4a16-block16_balanced/gsm8k/gsm8k_0292/runner.log,NA,2,NA,2,missing_answer_marker,gsm8k_numeric_exact,False,,
